абаз - мелкая серебряная монета {монета} 	 type:AAN 
трансферт - Перевод иностранной валюты {Перевод} 	 type:NAN
трансформатор - Устройство для преобразования {Устройство} 	 type:NPN
транш - Доля платежной суммы {Доля} 	 type:NAN
трап - Отверстие для стока {Отверстие} 	 type:NPN
трапеза - стол для приема {стол} 	 type:NPN
трапп - порода вулканического происхождения {порода} 	 type:NAN
трасс - порода вулканического происхождения {порода} 	 type:NAN
траурница - бабочка фиолетово цвета {бабочка} 	 type:NAN
трафарет - Пластинка из металла {Пластинка} 	 type:NPN
трафление - Уточнение установки печатных валов {Уточнение} 	 type:NNAN 
трахеит - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
трахома - заболевание слизистой оболочки {заболевание} 	 type:NAN
тред-юнионы - союзов в Англии {союзов} 	 type:NPN
трель - дорога для трелёвки {дорога} 	 type:NPN
трематоды - паразитических плоских червей {червей} 	 type:AAN 
трембита - деревянный музыкальный инструмент {инструмент} 	 type:AAN 
тренаж - Система тренировочных упражнений {Система} 	 type:NAN
тренажёр - Устройство для тренажа {Устройство} 	 type:NPN
трепак - русская пляска фигуры {пляска} 	 type:ANN 
трепало - Орудие для трепания {Орудие} 	 type:NPN
трепанация - операция вскрытия костной полости {операция} 	 type:NNAN 
трепло - лживый хвастливый человек {человек} 	 type:AAN 
трепуша - лживый хвастливый человек {человек} 	 type:AAN 
трескообразные - Отряд костистых рыб {Отряд} 	 type:NAN
треугольник - фигура на плоскости {фигура} 	 type:NPN
треугольник - руководящих лиц учреждения {лиц} 	 type:ANN 
трефа - карта трефовой масти {карта} 	 type:NAN
трешкот - судно без палубы {судно} 	 type:NPN
трешкот - плоскодонное речное судно {судно} 	 type:AAN 
триас - периодов мезозойской эры {периодов} 	 type:NAN
трико - ткань узорчатого плетения {ткань} 	 type:NAN
триодь - Книга церковных песнопений {Книга} 	 type:NAN
триоль - ритмическая музыкальная фигура {фигура} 	 type:AAN 
трипаносома - организм класса жгутиковых {организм} 	 type:NNA 
трипаносома - одноклеточный организм класса {организм} 	 type:ANN 
трипсин - Фермент сока поджелудочной железы {Фермент} 	 type:NNAN 
тритий - радиоактивный изотоп водорода {изотоп} 	 type:ANN 
тритон - земноводное семейства саламандр {семейства} 	 type:ANN 
трифоль - болотное травянистое растение {растение} 	 type:AAN 
трифоль - травянистое растение семейства {растение} 	 type:ANN 
трихинелла - круглый червь личинки {червь} 	 type:ANN 
троакар - жакет до колен {жакет} 	 type:NPN
трог - долина корытообразной формы {долина} 	 type:NAN
троица - православных церковных праздников {праздников} 	 type:AAN 
троица - основных догматов христианства {догматов} 	 type:ANN 
троллейбусник - Работник троллейбусного транспорта {Работник} 	 type:NAN
тромбон - медный музыкальный инструмент {инструмент} 	 type:AAN 
тропик - круг на поверхности {круг} 	 type:NPN
тропник - Сеть для ловли {Сеть} 	 type:NPN
тропопауза - слой земной атмосферы {слой} 	 type:NAN
тростник - растение семейства злаковых {растение} 	 type:NNA 
тростник - травянистое многолетнее растение {растение} 	 type:AAN 
тростник - многолетнее растение семейства {растение} 	 type:ANN 
тростник - Перо для письма {Перо} 	 type:NPN
трость - палка для опоры {палка} 	 type:NPN
тростянка - растение семейства злаковых {растение} 	 type:NNA 
тростянка - травянистое растение семейства {растение} 	 type:ANN 
тротил - вещество желтого цвета {вещество} 	 type:NAN
труба - инструмент высокого регистра {инструмент} 	 type:NAN
труба - медный музыкальный инструмент {инструмент} 	 type:AAN 
трубка - Прибор для курения {Прибор} 	 type:NPN
трубка-носогрейка - трубка для курения {трубка} 	 type:NPN
трубконос - Млекопитающее семейства летучих мышей {Млекопитающее} 	 type:NNAN 
трубоволочение - Изготовление металлических труб {Изготовление} 	 type:NAN
трубопровод - Сооружение из труб {Сооружение} 	 type:NPN
труборез - Инструмент для резки {Инструмент} 	 type:NPN
трубчатка - установка для перегонки {установка} 	 type:NPN
трудное - усилий большого труда {усилий} 	 type:NAN
трудотерапия - Применение трудовых процессов {Применение} 	 type:NAN
труды - научных журналов сборников {журналов} 	 type:ANN 
трутник - Трутовик копытообразной формы {Трутовик} 	 type:NAN
трутница - Коробочка для трута {Коробочка} 	 type:NPN
трутовик - деревьях различной формы {деревьях} 	 type:NAN
трутовики - Семейство трубчатых грибов {Семейство} 	 type:NAN
труха - сухая масса частицы {масса} 	 type:ANN 
тряпкорубка - Машина для измельчения {Машина} 	 type:NPN
трясилка - Машина для очистки {Машина} 	 type:NPN
трясогузка - птичка отряда воробьиных {птичка} 	 type:NNA 
трясунка - многолетнее злаковое растение {растение} 	 type:AAN 
трясуны - секта в России {секта} 	 type:NPN
трёхперстки - Отряд трехпалых птиц {Отряд} 	 type:NAN
туаль - ткань полотняного переплетения {ткань} 	 type:NAN
туальденор - ткань полотняного переплетения {ткань} 	 type:NAN
туареги - население центральной части {население} 	 type:NAN
туберкулин - Препарат для диагностики {Препарат} 	 type:NPN
тубероза - декоративное травянистое растение {растение} 	 type:AAN 
тугай - лес речных долин {лес} 	 type:NAN
тугун - промысловая рыба рода {рыба} 	 type:ANN 
туз - небольшая двухвесельная шлюпка {шлюпка} 	 type:AAN 
тузлукование - Обработка кожевенного сырья {Обработка} 	 type:NAN
тукосмесь - смесь минеральных удобрений {смесь} 	 type:NAN
тулес - птица семейства ржанковых {птица} 	 type:NNA 
тулумбас - ударный музыкальный инструмент {инструмент} 	 type:AAN 
туляремия - инфекционное заболевание животных {заболевание} 	 type:ANN 
туманограф - Прибор для измерения {Прибор} 	 type:NPN
тумба - столб у тротуара {столб} 	 type:NPN
туна - растение семейства кактусовых {растение} 	 type:NNA 
тунец - рыба семейства макрелевых {рыба} 	 type:NNA 
тунец - костистая хищная рыба {рыба} 	 type:AAN 
тунец - хищная рыба семейства {рыба} 	 type:ANN 
туника - одежда католических священников {одежда} 	 type:NAN
туника - покров хордовых животных {покров} 	 type:NAN
тунцовые - рыб семейства скубриевых {рыб} 	 type:NNA 
тупица - умственно ограниченный человек {человек} 	 type:AAN 
туподум - умственно ограниченный человек {человек} 	 type:AAN 
тупоумец - неумный невосприимчивый человек {человек} 	 type:AAN 
тур - корзина без дна {корзина} 	 type:NPN
турач - Птица семейства фазановых {Птица} 	 type:NNA 
турбобур - двигатель для бурения {двигатель} 	 type:NPN
турбобурение - Бурение при помощи {Бурение} 	 type:NPN
турбодинамо - генератора постоянного тока {генератора} 	 type:NAN
турбуленция - беспорядочное движение частиц {движение} 	 type:ANN 
турель - установка для орудий {установка} 	 type:NPN
турман - Голубь особой породы {Голубь} 	 type:NAN
турнепс - Растение семейства крестоцветных {Растение} 	 type:NNA 
турнюр - Принадлежность женского туалета {Принадлежность} 	 type:NAN
турпан - птица семейства утиных {птица} 	 type:NNA 
турсук - мешок для кумыса {мешок} 	 type:NPN
тусовка - Встреча развлекательного характера {Встреча} 	 type:NAN
тутовод - Специалист в области {Специалист} 	 type:NPN
тутоводство - Разведение тутового дерева {Разведение} 	 type:NAN
туча - густое темное облако {облако} 	 type:AAN 
тушилка - тушильник для трубы {тушильник} 	 type:NPN
тушильник - Приспособление для тушения {Приспособление} 	 type:NPN
тушка - рыба без головы {рыба} 	 type:NPN
тушь - краска специального приготовления {краска} 	 type:NAN
тушь - цветная водяная краска {краска} 	 type:AAN 
тыкание - Обращение к кому {Обращение} 	 type:NPN
тыква - растение семейства тыквенных {растение} 	 type:NNA 
тыквенные - Растения семейства двудольных {Растения} 	 type:NNA 
тылы - войсковые части соединения {части} 	 type:ANN 
тысяча - большое количество кого {количество} 	 type:ANN 
тысячелетия - большой промежуток времени {промежуток} 	 type:ANN 
тысячелистник - растение семейства сложноцветных {растение} 	 type:NNA 
тысячелистник - декоративное растение семейства {растение} 	 type:ANN 
тысячи - конца цифры многозначного числа {конца} 	 type:NNAN 
тычок - боковая поверхность кирпича {поверхность} 	 type:ANN 
тюбик - трубочка для хранения {трубочка} 	 type:NPN
тюбингщик - Специалист в области {Специалист} 	 type:NPN
тюленка - парусное одномачтовое судно {судно} 	 type:AAN 
тюльбюри - открытый двухколесный экипаж {экипаж} 	 type:AAN 
тюлька - рыба семейства сельдевых {рыба} 	 type:NNA 
тюльпан - растение семейства лилейных {растение} 	 type:NNA 
тюльпан - декоративное растение семейства {растение} 	 type:ANN 
тюрбан - убор восточных народов {убор} 	 type:NAN
тюрки - Группа родственных народов {Группа} 	 type:NAN
тюрколог - Специалист в области {Специалист} 	 type:NPN
тюркология - Совокупность научных дисциплин {Совокупность} 	 type:NAN
тюркос - Стрелок из туземцев {Стрелок} 	 type:NPN
тягомер - Прибор для измерения {Прибор} 	 type:NPN
тяжеловоз - породы лошадей способных {породы} 	 type:NNA 
тёлочка - Детеныш коровы женского пола {Детеныш} 	 type:NNAN 
тёмная - Помещение для арестованных {Помещение} 	 type:NPN
тёрка - Предмет кухонного обихода {Предмет} 	 type:NAN
убойная - Помещение для убоя {Помещение} 	 type:NPN
увальчивость - Свойство парусного судна {Свойство} 	 type:NAN
увеличитель - Прибор для увеличения {Прибор} 	 type:NPN
углеводороды - Класс органических соединений {Класс} 	 type:NAN
углеводы - Группа органических соединений {Группа} 	 type:NAN
углевоз - средство для перевозки {средство} 	 type:NPN
угледобыча - Добыча каменного угля {Добыча} 	 type:NAN
углежжение - Получение древесного угля {Получение} 	 type:NAN
углемойка - Место обогащения каменного угля {Место} 	 type:NNAN 
угленосность - Степень содержания каменного угля {Степень} 	 type:NNAN 
углеподатчик - Механизм для подачи {Механизм} 	 type:NPN
углепромышленность - Отрасль горной промышленности {Отрасль} 	 type:NAN
углесос - Агрегат для перекачки {Агрегат} 	 type:NPN
угличи - Группа восточнославянских племен {Группа} 	 type:NAN
угломер - Прибор для измерения {Прибор} 	 type:NPN
уголовник - Специалист в области {Специалист} 	 type:NPN
угольщик - Работник угольной шахты {Работник} 	 type:NAN
угомон - Успокоение от шума {Успокоение} 	 type:NPN
угры - языку народов (зауральских манси {языку} 	 type:NNAN 
удотка - Рыба семейства карповых {Рыба} 	 type:NNA 
уж - змея семейства ужовых {змея} 	 type:NNA 
ужас - Чувство сильного страха {Чувство} 	 type:NAN
узик - растение семейства розоцветных {растение} 	 type:NNA 
узик - травянистое растение семейства {растение} 	 type:ANN 
узконосые - Обезьяны отряда высших приматов {Обезьяны} 	 type:NNAN 
узловязатель - Приспособление для соединения {Приспособление} 	 type:NPN
узус - употребление языковой единицы {употребление} 	 type:NAN
уйма - большое количество кого {количество} 	 type:ANN 
уклад - сталь особой закалки {сталь} 	 type:NAN
уклад - порядок в организации {порядок} 	 type:NPN
уклейка - рыба семейства карповых {рыба} 	 type:NNA 
уклейка - пресноводная рыба семейства {рыба} 	 type:ANN 
уключина - Приспособление для укрепления {Приспособление} 	 type:NPN
укроп - растение семейства зонтичных {растение} 	 type:NNA 
укроп - огородное растение семейства {растение} 	 type:ANN 
уланка - мундира у улан {мундира} 	 type:NPN
улар - Птица семейства фазановых {Птица} 	 type:NNA 
улика - косвенным доказательством чьей {доказательством} 	 type:ANN 
улитка - моллюск класса брюхоногих {моллюск} 	 type:NNA 
уловка - прием для достижения {прием} 	 type:NPN
ультрамарин - краска ярко-синего цвета {краска} 	 type:NAN
ультрамарин - искусственная минеральная краска {краска} 	 type:AAN 
умляут - Палатализация корневого гласного {Палатализация} 	 type:NAN
умоисступление - Состояние крайнего возбуждения {Состояние} 	 type:NAN
уморение - Обработка волосяного покрова {Обработка} 	 type:NAN
униаты - Последователи церковной унии {Последователи} 	 type:NAN
универсал - кузов легкового автомобиля {кузов} 	 type:NAN
универсал - Инструмент для измерения {Инструмент} 	 type:NPN
универсалы - грамоты польских королей {грамоты} 	 type:NAN
универсиада - спортивные соревнования студентов {соревнования} 	 type:ANN 
уникум - неповторимый редкий предмет {предмет} 	 type:AAN 
унитаз - Раковина для стока {Раковина} 	 type:NPN
унитаризм - Принцип государственного устройства {Принцип} 	 type:NAN
унтертоны - Ряд дополнительных тонов {Ряд} 	 type:NAN
упадочничество - Наличие упадочнических настроений {Наличие} 	 type:NAN
упование - надежда на кого {надежда} 	 type:NPN
упорство - стремление к чему {стремление} 	 type:NPN
упряжь - устройство у вагонов {устройство} 	 type:NPN
ура-патриотизм - хвастливый ложный патриотизм {патриотизм} 	 type:AAN 
уравниловка - подход к чему {подход} 	 type:NPN
ураза - Пост у мусульман {Пост} 	 type:NPN
уранография - Описание звездного неба {Описание} 	 type:NAN
урарты - население древнего государства {население} 	 type:NAN
урду - государственный язык Пакистана {язык} 	 type:ANN 
уретроскопия - Метод медицинского осмотра {Метод} 	 type:NAN
урильник - горшок для мочи {горшок} 	 type:NPN
уровень - Прибор для проверки {Прибор} 	 type:NPN
уролог - Специалист в области {Специалист} 	 type:NPN
урометр - Прибор для определения {Прибор} 	 type:NPN
усач - Рыба семейства карповых {Рыба} 	 type:NNA 
условность - реальной действительной ценности {ценности} 	 type:AAN 
успение - православных церковных праздников {праздников} 	 type:AAN 
успех - Удача в каком {Удача} 	 type:NPN
успокоитель - Приспособление для гашения {Приспособление} 	 type:NPN
устой - опора гидротехнического сооружения {опора} 	 type:NAN
устой - слой на поверхности {слой} 	 type:NPN
устремлённость - Направленность к какой {Направленность} 	 type:NPN
усыпальница - Склеп для погребения {Склеп} 	 type:NPN
утилизатор - Работник утилизационного производства {Работник} 	 type:NAN
утилизаторство - Работа по утилизации {Работа} 	 type:NPN
утильцех - Цех по утилизации {Цех} 	 type:NPN
утиральник - Полотенце для вытирания {Полотенце} 	 type:NPN
утопизм - Построение планов социального переустройства {Построение} 	 type:NNAN 
уторник - Инструмент для нарезки {Инструмент} 	 type:NPN
утраквисты - Представители социально учения {Представители} 	 type:NAN
утренник - мороз до восхода {мороз} 	 type:NPN
утруска - Уменьшение веса сыпучих тел {Уменьшение} 	 type:NNAN 
утюг - прибор для глаженья {прибор} 	 type:NPN
ухищрение - прием для достижения {прием} 	 type:NPN
уховёртка - Насекомое отряда прямокрылых {Насекомое} 	 type:NNA 
училище - специальное учебное заведение {заведение} 	 type:AAN 
учительская - Комната для учителей {Комната} 	 type:NPN
уширитель - Приспособление для увеличения {Приспособление} 	 type:NPN
ушник - Специалист в области {Специалист} 	 type:NPN
ушу - китайское воинское искусство {искусство} 	 type:AAN 
фабра - состав для окраски {состав} 	 type:NPN
фабрика-кухня - предприятие общественного питания {предприятие} 	 type:NAN
фабрикант - Владелец большой фабрики {Владелец} 	 type:NAN
фабула - основа художественного произведения {основа} 	 type:NAN
фавероль - Порода кур мясо направления {Порода} 	 type:NNAN 
фаворитизм - Явление в какой {Явление} 	 type:NPN
фагот - инструмент тенорово диапазона {инструмент} 	 type:NAN
фагот - музыкальный духовой инструмент {инструмент} 	 type:AAN 
фазан - птица отряда куриных {птица} 	 type:NNA 
фазановод - Специалист в области {Специалист} 	 type:NPN
фазенда - поместье в Бразилии {поместье} 	 type:NPN
фазорегулятор - Устройство для регулирования {Устройство} 	 type:NPN
фазотрон - Установка для ускорения {Установка} 	 type:NPN
файдешин - фая средней плотности {фая} 	 type:NAN
файл - организованная структура данных {структура} 	 type:ANN 
факелы - Волокна неправильной формы {Волокна} 	 type:NAN
фактисы - Продукты обработки растительных масел {Продукты} 	 type:NNAN 
факториал - Произведение чисел натурального ряда {Произведение} 	 type:NNAN 
фаланга - Животное класса паукообразных {Животное} 	 type:NNA 
фаланга - трубчатая кость пальца {кость} 	 type:ANN 
фаланга - партии в Испании {партии} 	 type:NPN
фаланга - сомкнутый строй пехоты {строй} 	 type:ANN 
фалангист - Член фашистской партии {Член} 	 type:NAN
фалда - конусообразная продольная складка {складка} 	 type:AAN 
фальцгобель - рубанка для выстругивания {рубанка} 	 type:NPN
фальцет - регистров певческого голоса {регистров} 	 type:NAN
фальшивка - подложный поддельный документ {документ} 	 type:AAN 
фальшивомонетничество - Изготовление фальшивых денег {Изготовление} 	 type:NAN
фанг - переплетение одинакового вида {переплетение} 	 type:NAN
фант - Предмет для жеребьевки {Предмет} 	 type:NPN
фанфара - духовой музыкальный инструмент {инструмент} 	 type:AAN 
фанфары - сигнал торжественного характера {сигнал} 	 type:NAN
фарад - Единица измерения электрической емкости {Единица} 	 type:NNAN 
фарандола - провансальский народный танец {танец} 	 type:AAN 
фараон - игры в карты {игры} 	 type:NPN
фараон - Титул древнеегипетских царей {Титул} 	 type:NAN
фарингит - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
фарисеи - Представители религиозно секты {Представители} 	 type:NAN
фармаколог - Специалист в области {Специалист} 	 type:NPN
фармакопея - Руководство для врачей {Руководство} 	 type:NPN
фармация - Область научных знаний {Область} 	 type:NAN
фартинг - мелкая английская монета {монета} 	 type:AAN 
фасетка - глазок сложного глаза {глазок} 	 type:NAN
фасетка - боковая грань чего {грань} 	 type:ANN 
фасоль - растение семейства бобовых {растение} 	 type:NNA 
фасоль - травянистое растение семейства {растение} 	 type:ANN 
фауна - совокупность животных какой {совокупность} 	 type:NAN
фаунист - Специалист в области {Специалист} 	 type:NPN
фаустпатрон - гранатомет для стрельбы {гранатомет} 	 type:NPN
фахверк - металлический каркас стены {каркас} 	 type:ANN 
фацелия - растение семейства водолистниковых {растение} 	 type:NNA 
фашионабель - Представитель светского общества {Представитель} 	 type:NAN
фашист - Приверженец фашизма фашистской организации {Приверженец} 	 type:NNAN 
фаэтон - Птица отряда веслоногих {Птица} 	 type:NNA 
фаэтоны - Семейство океанических птиц {Семейство} 	 type:NAN
фаялит - Минерал желтого цвета {Минерал} 	 type:NAN
февраль - месяца календарного года {месяца} 	 type:NAN
федерализм - Принцип государственного устройства {Принцип} 	 type:NAN
фединг - периодические изменения силы {изменения} 	 type:ANN 
фейхоа - кустарник семейства миртовых {кустарник} 	 type:NNA 
феллахи - население арабских стран {население} 	 type:NAN
фельдфебель - Чин старшего унтер-офицера {Чин} 	 type:NAN
фельдшанец - полевое оборонительное укрепление {укрепление} 	 type:AAN 
фельетон - Жанр художественно литературы {Жанр} 	 type:NAN
фелюга - моторное промысловое судно {судно} 	 type:AAN 
феминизация - Развитие у особи {Развитие} 	 type:NPN
фен - прибор для сушки {прибор} 	 type:NPN
фенолог - Специалист в области {Специалист} 	 type:NPN
феномен - необычное исключительное явление {явление} 	 type:AAN 
феноменализм - Направление в философии {Направление} 	 type:NPN
феноменолог - Специалист в области {Специалист} 	 type:NPN
феноменология - Учение о пути {Учение} 	 type:NPN
фенхель - растение семейства зонтичных {растение} 	 type:NNA 
феодал - Представитель господствующего класса {Представитель} 	 type:NAN
ферма - крестьянское сельскохозяйственное предприятие {предприятие} 	 type:AAN 
фермент - белковое вещество животных {вещество} 	 type:ANN 
ферментация - Процесс брожения органического вещества {Процесс} 	 type:NNAN 
фермерство - Ведение фермерского хозяйства {Ведение} 	 type:NAN
фермуар - Застежка особой формы {Застежка} 	 type:NAN
ферротипия - Способ получения фотографических изображений {Способ} 	 type:NNAN 
фетр - плотного тонкого войлока {войлока} 	 type:AAN 
фехраль - сплав из железа {сплав} 	 type:NPN
фешенебль - Представитель светского общества {Представитель} 	 type:NAN
фея - существо женского пола {существо} 	 type:NAN
фи - буквы греческого алфавита {буквы} 	 type:NAN
фиалка - растение семейства фиалковых {растение} 	 type:NNA 
фибра - прочная бумажная масса {масса} 	 type:AAN 
фибробласты - клеток соединительной ткани {клеток} 	 type:NAN
фига - дерево семейства тутовых {дерево} 	 type:NNA 
фигаро - свободная женская кофточка {кофточка} 	 type:AAN 
фигура - Предмет определенной формы {Предмет} 	 type:NAN
фидель - смычковый музыкальный инструмент {инструмент} 	 type:AAN 
физалис - растение семейства пасленовых {растение} 	 type:NNA 
физик - Специалист в области {Специалист} 	 type:NPN
физиогномика - Учение о связи {Учение} 	 type:NPN
физиолог - Специалист в области {Специалист} 	 type:NPN
физиономист - Специалист в области {Специалист} 	 type:NPN
физиотерапевт - Специалист в области {Специалист} 	 type:NPN
фиксатив - Раствор бесцветной смолы {Раствор} 	 type:NAN
фиксатуар - Помада для волос {Помада} 	 type:NPN
фикус - растений семейства тутовых {растений} 	 type:NNA 
фикус - вечнозеленых тропических растений {растений} 	 type:AAN 
фикус - тропических растений семейства {растений} 	 type:ANN 
филарх - Начальник конного отряда {Начальник} 	 type:NAN
филе - Мясо высшего сорта {Мясо} 	 type:NAN
филиал - отделение крупного предприятия {отделение} 	 type:NAN
филигрань - Изготовление художественных изделий {Изготовление} 	 type:NAN
филин - птица из отряда {птица} 	 type:NPN
филипповцы - сект в России {сект} 	 type:NPN
филлокактус - тропическое растение семейства {растение} 	 type:ANN 
филлоксера - тлей отряда равнокрылых {тлей} 	 type:NNA 
филлофора - водоросль красного цвета {водоросль} 	 type:NAN
филогенез - Процесс развития органического мира {Процесс} 	 type:NNAN 
филолог - Специалист в области {Специалист} 	 type:NPN
филология - Совокупность гуманитарных наук {Совокупность} 	 type:NAN
философ - Специалист в области {Специалист} 	 type:NPN
филумения - Коллекционирование спичечных этикеток {Коллекционирование} 	 type:NAN
фильдекос - крученая хлопчатобумажная пряжа {пряжа} 	 type:AAN 
фильмоскоп - прибор для просмотра {прибор} 	 type:NPN
фильмостат - Шкаф для хранения {Шкаф} 	 type:NPN
филярии - черви нитевидной формы {черви} 	 type:NAN
филёр - Агент тайной полиции {Агент} 	 type:NAN
фимиам - вещество для курения {вещество} 	 type:NPN
фимоз - Узость крайней плоти {Узость} 	 type:NAN
финансист - Специалист в области {Специалист} 	 type:NPN
финишер - Машина для уплотнения {Машина} 	 type:NPN
финна - стадия развития ленточного червя {стадия} 	 type:NNAN 
финно-угровед - Специалист в области {Специалист} 	 type:NPN
финно-угры - Группа народов уральской семьи {Группа} 	 type:NNAN 
фисгармония - духовой музыкальный инструмент {инструмент} 	 type:AAN 
фискал - Чиновник в обязанности {Чиновник} 	 type:NPN
фисташковые - двудольные растения семейства {растения} 	 type:ANN 
фистулография - Метод исследования свищевого хода {Метод} 	 type:NNAN 
фитопалеонтолог - Специалист в области {Специалист} 	 type:NPN
фитопатолог - Специалист в области {Специалист} 	 type:NPN
фитюлька - невзрачный никчемный человек {человек} 	 type:AAN 
флаг-штурман - Штурман флагманского корабля {Штурман} 	 type:NAN
флагшток - шест для подъема {шест} 	 type:NPN
флажолет - флейта высокого регистра {флейта} 	 type:NAN
фланг - левая сторона шеренги {сторона} 	 type:ANN 
фланель - хлопчатобумажная ворсистая ткань {ткань} 	 type:AAN 
фланк - участок крепостной ограды {участок} 	 type:NAN
флегма - Человек флегматического темперамента {Человек} 	 type:NAN
флегматик - Человек флегматического темперамента {Человек} 	 type:NAN
флегмона - гнойное воспаление клетчатки {воспаление} 	 type:ANN 
флейта - инструмент высокого тембра {инструмент} 	 type:NAN
флейта - духовой музыкальный инструмент {инструмент} 	 type:AAN 
флексатон - ударный музыкальный инструмент {инструмент} 	 type:AAN 
флексия - Сгибание (в физиологии {Сгибание} 	 type:NPN
флексура - изгиб пластов горных пород {изгиб} 	 type:NNAN 
флешь - Верхушка молодого побега {Верхушка} 	 type:NAN
флорист - Специалист в области {Специалист} 	 type:NPN
флорист - Специалист в области {Специалист} 	 type:NPN
флористика - Область прикладного искусства {Область} 	 type:NAN
флотатор - Специалист в области {Специалист} 	 type:NPN
флотация - Способ обогащения полезных ископаемых {Способ} 	 type:NNAN 
флотилия - Соединение военных судов {Соединение} 	 type:NAN
флоэма - ткань высших растений {ткань} 	 type:NAN
флуктуация - отклонение физической величины {отклонение} 	 type:NAN
флуороскоп - прибор для наблюдения {прибор} 	 type:NPN
флюгельгорн - инструмент сопранового диапазона {инструмент} 	 type:NAN
флюс - гнойное воспаление десны {воспаление} 	 type:ANN 
флютбет - подводное основание плотины {основание} 	 type:ANN 
флягомойка - Устройство для мытья {Устройство} 	 type:NPN
флягопропариватель - Аппарат для ополаскивания {Аппарат} 	 type:NPN
флёрдоранж - цветы померанцевого дерева {цветы} 	 type:NAN
фокстерьер - подвижная собака группы {собака} 	 type:ANN 
фокстрот - танец свободной композиции {танец} 	 type:NAN
фокус - Очаг болезненного процесса {Очаг} 	 type:NAN
фокус - Точка пересечения параллельных лучей {Точка} 	 type:NNAN 
фольга - блестящий металлический лист {лист} 	 type:AAN 
фольклорист - Специалист в области {Специалист} 	 type:NPN
фонема - единица звукового строя {единица} 	 type:NAN
фонендоскоп - прибор для выслушивания {прибор} 	 type:NPN
фонетист - Специалист в области {Специалист} 	 type:NPN
фонометр - Прибор для измерения {Прибор} 	 type:NPN
фоноскоп - Прибор для изучения {Прибор} 	 type:NPN
форвард - Игрок нападения футбольной {Игрок} 	 type:NNA 
фордек - верх у экипажа {верх} 	 type:NPN
форель - рыба семейства лососевых {рыба} 	 type:NNA 
форель - промысловая рыба семейства {рыба} 	 type:ANN 
форестьер - Иностранец в Италии {Иностранец} 	 type:NPN
форма - выражение значений грамматических категорий {выражение} 	 type:NNAN 
форма - внешние очертания предмета {очертания} 	 type:ANN 
формация - Совокупность геологических отложений {Совокупность} 	 type:NAN
формотворчество - Поиски новых форм {Поиски} 	 type:NAN
форсунка - Прибор для распыления {Прибор} 	 type:NPN
форт - систему крепостных сооружений {систему} 	 type:NAN
фортепиано - ударно музыкальный инструмент {инструмент} 	 type:AAN 
фортификатор - Специалист в области {Специалист} 	 type:NPN
форшлаг - Веревка для натягивания {Веревка} 	 type:NPN
фоска - карта от двойки {карта} 	 type:NPN
фосфаты - Соли фосфорной кислоты {Соли} 	 type:NAN
фотарий - кабинет для проведения {кабинет} 	 type:NPN
фотоаппаратура - Аппаратура для фотографии {Аппаратура} 	 type:NPN
фотогелиограф - инструмент для фотографирования {инструмент} 	 type:NPN
фотогравирование - Изготовление печатных форм {Изготовление} 	 type:NAN
фотограмметрия - Определение истинной величины {Определение} 	 type:NAN
фотокопия - Копия с какого {Копия} 	 type:NPN
фотометр - прибор для измерения {прибор} 	 type:NPN
фотопериодизм - изменения у животных {изменения} 	 type:NPN
фоторепортаж - Производство фотографических снимков {Производство} 	 type:NAN
фотостат - Аппарат для копирования {Аппарат} 	 type:NPN
фотосфера - слой солнечной атмосферы {слой} 	 type:NAN
фототелеграф - связи для передачи {связи} 	 type:NPN
фототипия - Способ плоской печати {Способ} 	 type:NAN
фотоувеличитель - Аппарат для увеличения {Аппарат} 	 type:NPN
фотохимия - Раздел физической химии {Раздел} 	 type:NAN
фотоэффект - Изменение электрических свойств {Изменение} 	 type:NAN
фрагмент - Отрывок текста художественного {Отрывок} 	 type:NNA 
фразеология - Совокупность фразеологизмов свойственных какому {Совокупность} 	 type:NNAN 
фрак - костюм особого покроя {костюм} 	 type:NAN
фрактура - готического шрифта буквы {шрифта} 	 type:ANN 
